Neighborhood,Release
Lower Lawrenceville,24.6
Polish Hill,24.6
Bloomfield,24.6
Central Lawrenceville,24.6
Stanton Heights,24.6
Strip District,24.6
Upper Lawrenceville,24.6
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln-Lemington-Belmar,2.0
Lincoln-Lemington-Belmar,0.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,265.0
Swisshelm Park,265.0
Regent Square,265.0
North Shore,160.0
Allegheny West,160.0
Manchester,160.0
Marshall-Shadeland,160.0
Central Northside,160.0
Allegheny Center,160.0
Brighton Heights,160.0
California-Kirkbride,160.0
Chateau,160.0
North Shore,2123.0
Allegheny West,2123.0
Manchester,2123.0
Marshall-Shadeland,2123.0
Central Northside,2123.0
Allegheny Center,2123.0
Brighton Heights,2123.0
California-Kirkbride,2123.0
Chateau,2123.0
North Shore,47.0
Allegheny West,47.0
Manchester,47.0
Marshall-Shadeland,47.0
Central Northside,47.0
Allegheny Center,47.0
Brighton Heights,47.0
California-Kirkbride,47.0
Chateau,47.0
North Shore,731.0
Allegheny West,731.0
Manchester,731.0
Marshall-Shadeland,731.0
Central Northside,731.0
Allegheny Center,731.0
Brighton Heights,731.0
California-Kirkbride,731.0
Chateau,731.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,7800.0
Hays,7800.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,26.33
Hays,26.33
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,59.0
Hays,59.0
East Carnegie,0.0
East Carnegie,0.0
Lincoln-Lemington-Belmar,2.0
Lincoln-Lemington-Belmar,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
East Carnegie,0.0
East Carnegie,0.0
Garfield,72.8
East Liberty,72.8
Morningside,72.8
Lower Lawrenceville,72.8
Polish Hill,72.8
Bloomfield,72.8
Central Lawrenceville,72.8
Stanton Heights,72.8
Strip District,72.8
Upper Lawrenceville,72.8
Garfield,137.2
East Liberty,137.2
Morningside,137.2
Lower Lawrenceville,137.2
Polish Hill,137.2
Bloomfield,137.2
Central Lawrenceville,137.2
Stanton Heights,137.2
Strip District,137.2
Upper Lawrenceville,137.2
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,162.0
Allegheny West,162.0
Manchester,162.0
Marshall-Shadeland,162.0
Central Northside,162.0
Allegheny Center,162.0
Brighton Heights,162.0
California-Kirkbride,162.0
Chateau,162.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,237.0
Swisshelm Park,237.0
Regent Square,237.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,7800.0
Hays,7800.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,24.96
Hays,24.96
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,63.0
Hays,63.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,227.0
Swisshelm Park,227.0
Regent Square,227.0
East Carnegie,0.0
East Carnegie,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,21000.0
Hays,21000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,19.47
Hays,19.47
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,72.0
Hays,72.0
Lincoln-Lemington-Belmar,2.0
Lincoln-Lemington-Belmar,0.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Lincoln-Lemington-Belmar,250.0
Lincoln-Lemington-Belmar,5.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,138.0
Allegheny West,138.0
Manchester,138.0
Marshall-Shadeland,138.0
Central Northside,138.0
Allegheny Center,138.0
Brighton Heights,138.0
California-Kirkbride,138.0
Chateau,138.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,145.0
Swisshelm Park,145.0
Regent Square,145.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
East Carnegie,0.0
East Carnegie,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,3900.0
Hays,3900.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,80.0
Hays,80.0
Lincoln-Lemington-Belmar,2.0
Lincoln-Lemington-Belmar,0.0
Brookline,2.0
Beltzhoover,2.0
Bon Air,2.0
Overbrook,2.0
Carrick,2.0
Mount Washington,2.0
Beechview,2.0
Brookline,11.0
Beltzhoover,11.0
Bon Air,11.0
Overbrook,11.0
Carrick,11.0
Mount Washington,11.0
Beechview,11.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,1.83
Hays,1.83
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,9.8
East Liberty,9.8
Morningside,9.8
Lower Lawrenceville,9.8
Polish Hill,9.8
Bloomfield,9.8
Central Lawrenceville,9.8
Stanton Heights,9.8
Strip District,9.8
Upper Lawrenceville,9.8
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,144.7
Swisshelm Park,144.7
Regent Square,144.7
Brookline,2.0
Beltzhoover,2.0
Bon Air,2.0
Overbrook,2.0
Carrick,2.0
Mount Washington,2.0
Beechview,2.0
Brookline,13.0
Beltzhoover,13.0
Bon Air,13.0
Overbrook,13.0
Carrick,13.0
Mount Washington,13.0
Beechview,13.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
East Carnegie,0.0
East Carnegie,0.0
Lincoln-Lemington-Belmar,5.0
Lincoln-Lemington-Belmar,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,17000.0
Hays,17000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,56.0
Hays,56.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln-Lemington-Belmar,5.0
Lincoln-Lemington-Belmar,0.0
East Carnegie,0.0
East Carnegie,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,122.2
Swisshelm Park,122.2
Regent Square,122.2
Lincoln-Lemington-Belmar,250.0
Lincoln-Lemington-Belmar,5.0
Brookline,2.0
Beltzhoover,2.0
Bon Air,2.0
Overbrook,2.0
Carrick,2.0
Mount Washington,2.0
Beechview,2.0
Brookline,12.0
Beltzhoover,12.0
Bon Air,12.0
Overbrook,12.0
Carrick,12.0
Mount Washington,12.0
Beechview,12.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,12000.0
Hays,12000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,67.0
Hays,67.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,3.0
Allegheny West,3.0
Manchester,3.0
Marshall-Shadeland,3.0
Central Northside,3.0
Allegheny Center,3.0
Brighton Heights,3.0
California-Kirkbride,3.0
Chateau,3.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,105.2
Swisshelm Park,105.2
Regent Square,105.2
East Carnegie,0.0
East Carnegie,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Brookline,2.0
Beltzhoover,2.0
Bon Air,2.0
Overbrook,2.0
Carrick,2.0
Mount Washington,2.0
Beechview,2.0
Brookline,11.0
Beltzhoover,11.0
Bon Air,11.0
Overbrook,11.0
Carrick,11.0
Mount Washington,11.0
Beechview,11.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Brookline,1.0
Beltzhoover,1.0
Bon Air,1.0
Overbrook,1.0
Carrick,1.0
Mount Washington,1.0
Beechview,1.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
North Shore,11.0
Allegheny West,11.0
Manchester,11.0
Marshall-Shadeland,11.0
Central Northside,11.0
Allegheny Center,11.0
Brighton Heights,11.0
California-Kirkbride,11.0
Chateau,11.0
North Shore,27.0
Allegheny West,27.0
Manchester,27.0
Marshall-Shadeland,27.0
Central Northside,27.0
Allegheny Center,27.0
Brighton Heights,27.0
California-Kirkbride,27.0
Chateau,27.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,23000.0
Hays,23000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,51.0
Hays,51.0
Lincoln-Lemington-Belmar,2.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,5.0
Lincoln-Lemington-Belmar,0.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Fairywood,299.2
Crafton Heights,299.2
Chartiers City,299.2
Esplen,299.2
Sheraden,299.2
Windgap,299.2
Elliott,299.2
Fairywood,0.0
Crafton Heights,0.0
Chartiers City,0.0
Esplen,0.0
Sheraden,0.0
Windgap,0.0
Elliott,0.0
East Carnegie,0.0
East Carnegie,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,45000.0
Hays,45000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,35.0
Hays,35.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,92.7
Swisshelm Park,92.7
Regent Square,92.7
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,2.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,5.0
North Shore,11.0
Allegheny West,11.0
Manchester,11.0
Marshall-Shadeland,11.0
Central Northside,11.0
Allegheny Center,11.0
Brighton Heights,11.0
California-Kirkbride,11.0
Chateau,11.0
North Shore,31.0
Allegheny West,31.0
Manchester,31.0
Marshall-Shadeland,31.0
Central Northside,31.0
Allegheny Center,31.0
Brighton Heights,31.0
California-Kirkbride,31.0
Chateau,31.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Brookline,2562.0
Beltzhoover,2562.0
Bon Air,2562.0
Overbrook,2562.0
Carrick,2562.0
Mount Washington,2562.0
Beechview,2562.0
Brookline,957.0
Beltzhoover,957.0
Bon Air,957.0
Overbrook,957.0
Carrick,957.0
Mount Washington,957.0
Beechview,957.0
Brookline,58.0
Beltzhoover,58.0
Bon Air,58.0
Overbrook,58.0
Carrick,58.0
Mount Washington,58.0
Beechview,58.0
Brookline,22.0
Beltzhoover,22.0
Bon Air,22.0
Overbrook,22.0
Carrick,22.0
Mount Washington,22.0
Beechview,22.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
East Carnegie,0.0
East Carnegie,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Squirrel Hill South,84.0
Swisshelm Park,84.0
Regent Square,84.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,1.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,5.0
Fairywood,5.0
Esplen,5.0
Windgap,5.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
North Shore,11.0
Allegheny West,11.0
Manchester,11.0
Marshall-Shadeland,11.0
Central Northside,11.0
Allegheny Center,11.0
Brighton Heights,11.0
California-Kirkbride,11.0
Chateau,11.0
North Shore,30.0
Allegheny West,30.0
Manchester,30.0
Marshall-Shadeland,30.0
Central Northside,30.0
Allegheny Center,30.0
Brighton Heights,30.0
California-Kirkbride,30.0
Chateau,30.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,87000.0
Hays,87000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,2.0
Hays,2.0
Lincoln Place,28.0
Hays,28.0
Lincoln Place,0.0
Hays,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Brookline,3564.0
Beltzhoover,3564.0
Bon Air,3564.0
Overbrook,3564.0
Carrick,3564.0
Mount Washington,3564.0
Beechview,3564.0
Brookline,532.0
Beltzhoover,532.0
Bon Air,532.0
Overbrook,532.0
Carrick,532.0
Mount Washington,532.0
Beechview,532.0
Brookline,15.0
Beltzhoover,15.0
Bon Air,15.0
Overbrook,15.0
Carrick,15.0
Mount Washington,15.0
Beechview,15.0
Brookline,85.0
Beltzhoover,85.0
Bon Air,85.0
Overbrook,85.0
Carrick,85.0
Mount Washington,85.0
Beechview,85.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
Lincoln Place,0.0
Hays,0.0
New Homestead,0.0
East Carnegie,0.0
East Carnegie,0.0
Fairywood,5.0
Esplen,5.0
Windgap,5.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
