Neighborhood,Release
Squirrel Hill South,11000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,21000.0
Lincoln Place,21000.0
Hays,21000.0
Greenfield,21000.0
New Homestead,21000.0
Hazelwood,21000.0
South Oakland,21000.0
Squirrel Hill South,21000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
East Carnegie,0.0
East Carnegie,250.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Fairywood,750.0
Esplen,750.0
Windgap,750.0
Lincoln-Lemington-Belmar,17192.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,250.0
Lincoln-Lemington-Belmar,750.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Lincoln-Lemington-Belmar,22770.0
Lincoln-Lemington-Belmar,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,200.0
Hays,200.0
Lincoln Place,460.0
Hays,460.0
Lincoln Place,22.0
Hays,22.0
Glen Hazel,60515.0
Lincoln Place,60515.0
Hays,60515.0
Greenfield,60515.0
New Homestead,60515.0
Hazelwood,60515.0
South Oakland,60515.0
Squirrel Hill South,60515.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,103.0
Lincoln Place,103.0
Hays,103.0
Greenfield,103.0
New Homestead,103.0
Hazelwood,103.0
South Oakland,103.0
Squirrel Hill South,103.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,10748.0
Lincoln Place,10748.0
Hays,10748.0
Greenfield,10748.0
New Homestead,10748.0
Hazelwood,10748.0
South Oakland,10748.0
Squirrel Hill South,10748.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,102398.0
Lincoln Place,102398.0
Hays,102398.0
Greenfield,102398.0
New Homestead,102398.0
Hazelwood,102398.0
South Oakland,102398.0
Squirrel Hill South,102398.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Point Breeze North,0.0
Squirrel Hill North,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Homewood North,0.0
Larimer,0.0
Lincoln-Lemington-Belmar,0.0
Highland Park,0.0
Friendship,0.0
Homewood West,0.0
Bloomfield,0.0
Point Breeze,0.0
Stanton Heights,0.0
Shadyside,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Point Breeze North,64376.0
Squirrel Hill North,64376.0
Garfield,64376.0
East Liberty,64376.0
Morningside,64376.0
Homewood North,64376.0
Larimer,64376.0
Lincoln-Lemington-Belmar,64376.0
Highland Park,64376.0
Friendship,64376.0
Homewood West,64376.0
Bloomfield,64376.0
Point Breeze,64376.0
Stanton Heights,64376.0
Shadyside,64376.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,6200.0
Allegheny West,6200.0
Manchester,6200.0
Marshall-Shadeland,6200.0
Central Northside,6200.0
Allegheny Center,6200.0
Brighton Heights,6200.0
California-Kirkbride,6200.0
Chateau,6200.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
Glen Hazel,46000.0
Lincoln Place,46000.0
Hays,46000.0
Greenfield,46000.0
New Homestead,46000.0
Hazelwood,46000.0
South Oakland,46000.0
Squirrel Hill South,46000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,49.0
Lincoln Place,49.0
Hays,49.0
Greenfield,49.0
New Homestead,49.0
Hazelwood,49.0
South Oakland,49.0
Squirrel Hill South,49.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,8100.0
Lincoln Place,8100.0
Hays,8100.0
Greenfield,8100.0
New Homestead,8100.0
Hazelwood,8100.0
South Oakland,8100.0
Squirrel Hill South,8100.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,50000.0
Lincoln Place,50000.0
Hays,50000.0
Greenfield,50000.0
New Homestead,50000.0
Hazelwood,50000.0
South Oakland,50000.0
Squirrel Hill South,50000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,250.0
Lincoln Place,250.0
Hays,250.0
Greenfield,250.0
New Homestead,250.0
Hazelwood,250.0
South Oakland,250.0
Squirrel Hill South,250.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,2691.0
Beltzhoover,2691.0
Bon Air,2691.0
Overbrook,2691.0
Carrick,2691.0
Mount Washington,2691.0
Beechview,2691.0
Brookline,23144.0
Beltzhoover,23144.0
Bon Air,23144.0
Overbrook,23144.0
Carrick,23144.0
Mount Washington,23144.0
Beechview,23144.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,105803.0
Lincoln Place,105803.0
Hays,105803.0
Greenfield,105803.0
New Homestead,105803.0
Hazelwood,105803.0
South Oakland,105803.0
Squirrel Hill South,105803.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,62694.0
Lincoln Place,62694.0
Hays,62694.0
Greenfield,62694.0
New Homestead,62694.0
Hazelwood,62694.0
South Oakland,62694.0
Squirrel Hill South,62694.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Lincoln-Lemington-Belmar,21510.0
Lincoln-Lemington-Belmar,0.0
Glen Hazel,11135.0
Lincoln Place,11135.0
Hays,11135.0
Greenfield,11135.0
New Homestead,11135.0
Hazelwood,11135.0
South Oakland,11135.0
Squirrel Hill South,11135.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,159.0
Lincoln Place,159.0
Hays,159.0
Greenfield,159.0
New Homestead,159.0
Hazelwood,159.0
South Oakland,159.0
Squirrel Hill South,159.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
North Shore,46.0
Allegheny West,46.0
Manchester,46.0
Marshall-Shadeland,46.0
Central Northside,46.0
Allegheny Center,46.0
Brighton Heights,46.0
California-Kirkbride,46.0
Chateau,46.0
North Shore,53.0
Allegheny West,53.0
Manchester,53.0
Marshall-Shadeland,53.0
Central Northside,53.0
Allegheny Center,53.0
Brighton Heights,53.0
California-Kirkbride,53.0
Chateau,53.0
North Shore,887.0
Allegheny West,887.0
Manchester,887.0
Marshall-Shadeland,887.0
Central Northside,887.0
Allegheny Center,887.0
Brighton Heights,887.0
California-Kirkbride,887.0
Chateau,887.0
North Shore,890.0
Allegheny West,890.0
Manchester,890.0
Marshall-Shadeland,890.0
Central Northside,890.0
Allegheny Center,890.0
Brighton Heights,890.0
California-Kirkbride,890.0
Chateau,890.0
North Shore,13.0
Allegheny West,13.0
Manchester,13.0
Marshall-Shadeland,13.0
Central Northside,13.0
Allegheny Center,13.0
Brighton Heights,13.0
California-Kirkbride,13.0
Chateau,13.0
North Shore,258.0
Allegheny West,258.0
Manchester,258.0
Marshall-Shadeland,258.0
Central Northside,258.0
Allegheny Center,258.0
Brighton Heights,258.0
California-Kirkbride,258.0
Chateau,258.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Lincoln-Lemington-Belmar,750.0
Lincoln-Lemington-Belmar,250.0
Glen Hazel,88501.0
Lincoln Place,88501.0
Hays,88501.0
Greenfield,88501.0
New Homestead,88501.0
Hazelwood,88501.0
South Oakland,88501.0
Squirrel Hill South,88501.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,178.0
Lincoln Place,178.0
Hays,178.0
Greenfield,178.0
New Homestead,178.0
Hazelwood,178.0
South Oakland,178.0
Squirrel Hill South,178.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,15716.0
Lincoln Place,15716.0
Hays,15716.0
Greenfield,15716.0
New Homestead,15716.0
Hazelwood,15716.0
South Oakland,15716.0
Squirrel Hill South,15716.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,109116.0
Lincoln Place,109116.0
Hays,109116.0
Greenfield,109116.0
New Homestead,109116.0
Hazelwood,109116.0
South Oakland,109116.0
Squirrel Hill South,109116.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Marshall-Shadeland,1200.0
Brighton Heights,1200.0
Marshall-Shadeland,14000.0
Brighton Heights,14000.0
Lincoln Place,5172.0
Hays,5172.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,18757.0
Hays,18757.0
Lincoln Place,0.0
Hays,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Fairywood,750.0
Esplen,750.0
Windgap,750.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,2500.0
Allegheny West,2500.0
Manchester,2500.0
Marshall-Shadeland,2500.0
Central Northside,2500.0
Allegheny Center,2500.0
Brighton Heights,2500.0
California-Kirkbride,2500.0
Chateau,2500.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Marshall-Shadeland,5.0
Brighton Heights,5.0
Marshall-Shadeland,5.0
Brighton Heights,5.0
Garfield,2.0
East Liberty,2.0
Morningside,2.0
Lower Lawrenceville,2.0
Polish Hill,2.0
Bloomfield,2.0
Central Lawrenceville,2.0
Stanton Heights,2.0
Strip District,2.0
Upper Lawrenceville,2.0
Garfield,42.0
East Liberty,42.0
Morningside,42.0
Lower Lawrenceville,42.0
Polish Hill,42.0
Bloomfield,42.0
Central Lawrenceville,42.0
Stanton Heights,42.0
Strip District,42.0
Upper Lawrenceville,42.0
Garfield,2.0
East Liberty,2.0
Morningside,2.0
Lower Lawrenceville,2.0
Polish Hill,2.0
Bloomfield,2.0
Central Lawrenceville,2.0
Stanton Heights,2.0
Strip District,2.0
Upper Lawrenceville,2.0
Garfield,42.0
East Liberty,42.0
Morningside,42.0
Lower Lawrenceville,42.0
Polish Hill,42.0
Bloomfield,42.0
Central Lawrenceville,42.0
Stanton Heights,42.0
Strip District,42.0
Upper Lawrenceville,42.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
East Carnegie,250.0
East Carnegie,3000.0
Garfield,85.0
East Liberty,85.0
Morningside,85.0
Lower Lawrenceville,85.0
Polish Hill,85.0
Bloomfield,85.0
Central Lawrenceville,85.0
Stanton Heights,85.0
Strip District,85.0
Upper Lawrenceville,85.0
Garfield,43.0
East Liberty,43.0
Morningside,43.0
Lower Lawrenceville,43.0
Polish Hill,43.0
Bloomfield,43.0
Central Lawrenceville,43.0
Stanton Heights,43.0
Strip District,43.0
Upper Lawrenceville,43.0
Garfield,85.0
East Liberty,85.0
Morningside,85.0
Lower Lawrenceville,85.0
Polish Hill,85.0
Bloomfield,85.0
Central Lawrenceville,85.0
Stanton Heights,85.0
Strip District,85.0
Upper Lawrenceville,85.0
Garfield,43.0
East Liberty,43.0
Morningside,43.0
Lower Lawrenceville,43.0
Polish Hill,43.0
Bloomfield,43.0
Central Lawrenceville,43.0
Stanton Heights,43.0
Strip District,43.0
Upper Lawrenceville,43.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,2830.0
East Liberty,2830.0
Morningside,2830.0
Lower Lawrenceville,2830.0
Polish Hill,2830.0
Bloomfield,2830.0
Central Lawrenceville,2830.0
Stanton Heights,2830.0
Strip District,2830.0
Upper Lawrenceville,2830.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,1408.0
Allegheny West,1408.0
Manchester,1408.0
Marshall-Shadeland,1408.0
Central Northside,1408.0
Allegheny Center,1408.0
Brighton Heights,1408.0
California-Kirkbride,1408.0
Chateau,1408.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,1109.0
Allegheny West,1109.0
Manchester,1109.0
Marshall-Shadeland,1109.0
Central Northside,1109.0
Allegheny Center,1109.0
Brighton Heights,1109.0
California-Kirkbride,1109.0
Chateau,1109.0
North Shore,32981.0
Allegheny West,32981.0
Manchester,32981.0
Marshall-Shadeland,32981.0
Central Northside,32981.0
Allegheny Center,32981.0
Brighton Heights,32981.0
California-Kirkbride,32981.0
Chateau,32981.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Lincoln-Lemington-Belmar,1622.0
Lincoln-Lemington-Belmar,0.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Brookline,2300.0
Beltzhoover,2300.0
Bon Air,2300.0
Overbrook,2300.0
Carrick,2300.0
Mount Washington,2300.0
Beechview,2300.0
Brookline,19600.0
Beltzhoover,19600.0
Bon Air,19600.0
Overbrook,19600.0
Carrick,19600.0
Mount Washington,19600.0
Beechview,19600.0
Brookline,2900.0
Beltzhoover,2900.0
Bon Air,2900.0
Overbrook,2900.0
Carrick,2900.0
Mount Washington,2900.0
Beechview,2900.0
Brookline,5700.0
Beltzhoover,5700.0
Bon Air,5700.0
Overbrook,5700.0
Carrick,5700.0
Mount Washington,5700.0
Beechview,5700.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
